"(PDH-CSV 4.0) (GMT Summer Time)(-60)","\\desktop-ttf7p18\processor(_total)\% processor time","\\desktop-ttf7p18\logicaldisk(_total)\disk reads/sec","\\desktop-ttf7p18\logicaldisk(_total)\disk writes/sec","\\desktop-ttf7p18\sqlserver:databases(_total)\log bytes flushed/sec"
"06/29/2017 10:33:22.016","98.085827476910055","0","3.9199747835012051","0"
"06/29/2017 10:33:23.100","100","0","4.6135063891528416","0"
"06/29/2017 10:33:24.257","100","0","14.6912149601041","0"
"06/29/2017 10:33:25.308","52.016669689988134","0","2.8569546787169653","0"
"06/29/2017 10:33:26.325","5.943369533308573","0","2.9482426253267091","0"
"06/29/2017 10:33:27.344","10.260878529125172","0","1.9633897882769564","0"
"06/29/2017 10:33:28.365","9.740735740162199","0","1.9576324970534","0"
"06/29/2017 10:33:29.385","76.254109050249667","0","4.9035539221822217","0"
"06/29/2017 10:33:30.501","100","0","1.791368180101883","0"
"06/29/2017 10:33:31.593","94.632079922679111","0","2.7480357360582439","0"
"06/29/2017 10:33:32.670","97.099433911599476","0","2.7854044063000152","0"
"06/29/2017 10:33:33.757","100","0","1.8406935356928897","0"
"06/29/2017 10:33:34.780","100","0","3.9070173338918477","0"
"06/29/2017 10:33:35.885","63.212595789872886","0","66.115576292811468","0"
"06/29/2017 10:33:36.903","5.2217615046267651","0","1.9644376500136649","0"
"06/29/2017 10:33:37.924","15.827364483403583","0","1.9579078518031945","0"
"06/29/2017 10:33:38.952","98.860310529105419","0","1.9455993041160951","0"
"06/29/2017 10:33:40.025","93.446877605521465","0","5.5936287568793679","0"
"06/29/2017 10:33:41.043","100","0","1.9652344915983355","0"
"06/29/2017 10:33:42.131","97.128721131473156","0","2.7560563944623997","0"
"06/29/2017 10:33:43.196","100","0","1.8784386457942661","0"
"06/29/2017 10:33:44.286","100","0","1.8339591018894776","0"
"06/29/2017 10:33:45.334","36.24568970124934","0","4.7728524324918933","0"
"06/29/2017 10:33:46.368","31.275486372596561","0","1.9331903396423276","0"
"06/29/2017 10:33:47.395","99.619513392470139","0","2.9212633655729898","0"
"06/29/2017 10:33:48.462","94.506073363808213","0","2.8139483097964284","0"
"06/29/2017 10:33:49.547","100","0","4.6051109551175049","0"
"06/29/2017 10:33:50.605","97.785423166302039","0","36.857034592685139","0"
"06/29/2017 10:33:51.663","100","0","1.8918732269209966","0"
"06/29/2017 10:33:52.745","100","0","1.8485629953307079","0"
"06/29/2017 10:33:53.764","19.88783008971826","0","3.9252282134809229","0"
"06/29/2017 10:33:54.781","6.724021943203395","0","2.9481623263736458","0"
"06/29/2017 10:33:55.820","7.494456767018443","0","3.8504493113157503","0"
"06/29/2017 10:33:56.838","7.5493947982692049","0","1.9642061803092803","0"
"06/29/2017 10:33:57.859","6.6145370437412865","0","1.9595448049163928","0"
"06/29/2017 10:33:58.877","10.194488342538421","0","1.9646776199646927","0"
"06/29/2017 10:33:59.902","7.4238702633325442","0","4.876746937213408","0"
"06/29/2017 10:34:00.936","9.346584686970127","0","1.9340711502036738","0"
"06/29/2017 10:34:01.955","6.021645345145088","0","1.9639304578252852","0"
"06/29/2017 10:34:02.973","7.1311306225177447","0","1.9647712311762568","0"
"06/29/2017 10:34:04.005","8.0862732574572664","0","1.936558380040261","0"
"06/29/2017 10:34:05.023","7.1236121903535015","0","2.9474028723932526","0"
"06/29/2017 10:34:06.073","11.045139841379925","0","33.351465095243441","0"
"06/29/2017 10:34:07.090","7.4719041378284112","0","3.9308168933326169","0"
"06/29/2017 10:34:08.120","7.8443112319074526","0","1.9420443403218317","0"
"06/29/2017 10:34:09.138","5.255192046431489","0","1.9640028978168609","0"
"06/29/2017 10:34:10.160","5.1396256581963566","0","4.8956714646450221","0"
"06/29/2017 10:34:11.178","9.4654881704353766","0","1.9640985549245769","0"
"06/29/2017 10:34:12.203","11.605976752737657","0","1.9509069462349069","0"
"06/29/2017 10:34:13.222","8.3536731416365306","0","4.9083918827679573","0"
"06/29/2017 10:34:14.241","7.9931073833789279","0","1.96263798633619","0"
"06/29/2017 10:34:15.260","7.2278855568593929","0","2.9441856120525149","0"
"06/29/2017 10:34:16.283","13.767925893040722","0","1.9536798563124422","0"
"06/29/2017 10:34:17.306","38.888269080133519","0","1.9551682403081569","0"
"06/29/2017 10:34:18.339","100","0","1.9358365480359339","0"
"06/29/2017 10:34:19.401","92.639392014251456","0","2.8264044306863507","0"
"06/29/2017 10:34:20.466","100","0","4.6953375498310521","0"
"06/29/2017 10:34:21.529","96.693783518911175","0","3.7621307409053739","0"
"06/29/2017 10:34:22.606","100","0","1.8563536173410327","0"
"06/29/2017 10:34:23.681","100","0","1.8605604369508431","0"
"06/29/2017 10:34:24.699","17.517640267206126","0","43.218092706530804","0"
"06/29/2017 10:34:25.721","4.440282423763831","0","25.444181822918548","0"
"06/29/2017 10:34:26.739","7.1315959223715701","0","1.9648261351345637","0"
"06/29/2017 10:34:27.757","8.2569318517160202","0","2.9478644132175433","0"
"06/29/2017 10:34:28.774","8.9843269575523905","0","18.678977813549206","0"
"06/29/2017 10:34:29.793","8.4112601541950447","0","2.9432744539696611","0"
"06/29/2017 10:34:30.815","86.623481553216067","0","17.611236941257065","0"
"06/29/2017 10:34:31.903","100","0","1.8390813000251163","0"
"06/29/2017 10:34:32.995","96.78232570007998","0","2.7457161605049691","0"
"06/29/2017 10:34:34.066","93.795907331607566","0","3.7374720764998273","0"
"06/29/2017 10:34:35.171","100","0","4.5250028134951394","0"
"06/29/2017 10:34:36.264","100","0","1.8300572070773402","0"
"06/29/2017 10:34:37.283","58.992286538622096","0","3.9245653235631388","0"
"06/29/2017 10:34:38.300","28.596173123415291","0","112.02510993435294","0"
"06/29/2017 10:34:39.334","11.540837757440659","0","20.323801634983553","0"
"06/29/2017 10:34:40.339","17.984784245795648","0","7.9590609412935924","0"
"06/29/2017 10:34:41.386","99.253726139415704","0","1.9105030090808892","0"
"06/29/2017 10:34:42.453","93.044837406872787","0","2.8117641027218525","0"
"06/29/2017 10:34:43.472","100","0","1.9612230703349478","0"
"06/29/2017 10:34:44.538","97.066781179529414","0","2.8158226392309831","0"
"06/29/2017 10:34:45.623","100","0.92175964084078099","2.7652789225223429","0"
"06/29/2017 10:34:46.714","100","54.079387437556306","1.8331995741544509","0"
"06/29/2017 10:34:47.882","85.285058908992525","22.26357864838204","5.9940404053336263","0"
"06/29/2017 10:34:48.899","38.18986675818681","0","11.792564783188785","0"
"06/29/2017 10:34:49.930","13.622702412376686","0","5.8192093672554215","0"
"06/29/2017 10:34:50.954","12.215241510374176","0","1.9543217355360123","0"
"06/29/2017 10:34:51.972","10.595028443583166","0","48.132722237486284","0"
"06/29/2017 10:34:52.989","8.2616819491181044","0","15.722259031924343","0"
"06/29/2017 10:34:54.013","35.522749175155056","0","13.672758704445943","0"
"06/29/2017 10:34:55.027","100","1.972802789649319","16.768823712019213","0"
"06/29/2017 10:34:56.063","100","0","2.8955192203116011","0"
"06/29/2017 10:34:57.081","98.464164107677377","0","2.9486462994790221","0"
"06/29/2017 10:34:58.108","99.239482542461701","0","2.9205301469324811","0"
"06/29/2017 10:34:59.125","100","1.966185634128705","2.9492784511930572","0"
"06/29/2017 10:35:00.137","100","0","4.9407457242581643","0"
"06/29/2017 10:35:01.164","93.536112716384622","0","3.8934942118039944","0"
"06/29/2017 10:35:02.170","56.888465279646894","0","3.977016962082411","0"
"06/29/2017 10:35:03.188","14.424475697596284","0","2.9471040569175737","0"
"06/29/2017 10:35:04.212","10.351257312774232","1.9533096796206479","4.8832741990516197","0"
"06/29/2017 10:35:05.215","10.836446472790318","0","52.827426762311696","0"
"06/29/2017 10:35:06.251","8.7186402511387087","0.96555472300821277","1.9311094460164255","0"
"06/29/2017 10:35:07.268","12.102706051534806","0","17.688511207406908","0"
"06/29/2017 10:35:08.289","97.321233338897812","0","2.9382285468761218","0"
"06/29/2017 10:35:09.374","100","0","1.8438601693519159","0"
"06/29/2017 10:35:10.404","97.345138843848872","0","14.561955070245224","0"
"06/29/2017 10:35:11.473","96.712369785481059","0","2.8058747449611277","0"
"06/29/2017 10:35:12.546","100","0","1.8650324148006279","0"
"06/29/2017 10:35:13.633","100","0","1.839729681497553","0"
"06/29/2017 10:35:14.651","65.488920820823054","0","3.9276400997311929","0"
"06/29/2017 10:35:15.669","25.540736985196332","0","3.9295945499581206","0"
"06/29/2017 10:35:16.728","6.2846820468015814","0","2.8335813322917374","0"
"06/29/2017 10:35:17.747","14.935641195089067","0","1.9613717651106346","0"
"06/29/2017 10:35:18.768","95.40607773710299","0","14.705581304556738","0"
"06/29/2017 10:35:19.867","97.867095113224835","0","5.4594950809162652","0"
"06/29/2017 10:35:20.874","100","0","1.984944549121856","0"
"06/29/2017 10:35:21.950","93.828771077332775","0","2.7882488713547806","0"
"06/29/2017 10:35:23.046","100","0","8.21556583439164","0"
"06/29/2017 10:35:24.112","100","0","12.191590817840382","0"
"06/29/2017 10:35:25.194","62.459059583040059","1.8481979445423411","6.4686928058981934","0"
"06/29/2017 10:35:26.231","22.79933190169411","0","2.8922382484905205","0"
"06/29/2017 10:35:27.251","6.5301735064759781","0","2.9417378241421326","0"
"06/29/2017 10:35:28.270","6.853100066375184","0","1.9625754792129337","0"
"06/29/2017 10:35:29.309","8.2121267947207635","0","24.077453871376509","0"
"06/29/2017 10:35:30.327","9.4813027033608392","0","19.638383331286317","0"
"06/29/2017 10:35:31.345","7.1704365759944766","0","4.9093585112660483","0"
"06/29/2017 10:35:32.380","9.3835617431412999","0","25.133157663747262","0"
"06/29/2017 10:35:33.400","11.932604592330854","0","11.763009958411889","0"
"06/29/2017 10:35:34.418","7.5082482067439171","0","10.807275514064766","0"
"06/29/2017 10:35:35.438","46.400794351253836","0","3.9204203227478245","0"
"06/29/2017 10:35:36.451","49.093099428322297","0","18.758340372001726","0"
"06/29/2017 10:35:37.468","57.37944454268591","0.98294868798561597","1.9658973759712319","0"
"06/29/2017 10:35:38.473","46.349715507314606","0","2.9858318763907801","0"
"06/29/2017 10:35:39.496","56.459147644029841","0","1.9554666076215923","0"
"06/29/2017 10:35:40.513","51.596676587862575","0","4.9163770887350928","0"
"06/29/2017 10:35:41.616","55.022672990346933","0","2.7202895756789758","0"
"06/29/2017 10:35:42.633","65.809639650944931","0.98329833575017467","2.9498950072505239","0"
"06/29/2017 10:35:43.653","87.361094034551456","0","1.9613472148909175","0"
"06/29/2017 10:35:44.669","63.122702667300487","0","1.9666298157898416","0"
"06/29/2017 10:35:45.688","91.944971695380431","0","2.9458693141634513","0"
"06/29/2017 10:35:46.715","90.108981614416777","0","2.9210942881694164","0"
"06/29/2017 10:35:47.732","71.599801772142897","0.98275141596865723","3.9310056638746289","0"
"06/29/2017 10:35:48.750","71.967485163936203","0","3.9305591240410331","0"
"06/29/2017 10:35:49.773","82.06339926660624","0","83.076051086130946","0"
"06/29/2017 10:35:50.791","60.081446622826505","0","25.547993462579139","0"
"06/29/2017 10:35:51.822","64.018157801679237","0","1.9392453653463797","0"
"06/29/2017 10:35:52.840","50.099788140589752","0","26.531464233843963","0"
"06/29/2017 10:35:53.858","49.720036221474508","0","27.500029011024907","0"
"06/29/2017 10:35:54.877","61.659926665806864","0","29.457712123317201","0"
"06/29/2017 10:35:55.903","59.285974646711281","0","2.9215009368336866","0"
"06/29/2017 10:35:56.922","67.792530203122254","0","34.364192997801943","0"
"06/29/2017 10:35:57.959","74.394475742495132","0","33.737501331375142","0"
"06/29/2017 10:35:58.976","78.875795573058909","0","34.414022623426831","0"
"06/29/2017 10:35:59.995","84.654210501607452","0","22.588670405043331","0"
"06/29/2017 10:36:01.014","57.450891188911321","0","38.271933789324393","0"
"06/29/2017 10:36:02.033","41.765008199486843","0","46.097116238545269","0"
"06/29/2017 10:36:03.051","48.957704246572042","0","45.158757298793176","0"
"06/29/2017 10:36:04.087","43.080263895736351","0","2.8970660842409082","0"
"06/29/2017 10:36:05.107","50.212112943757447","0","48.039932584647275","0"
"06/29/2017 10:36:06.127","49.837067101964763","0","47.057254522859907","0"
"06/29/2017 10:36:07.145","50.466979759148089","0","59.962728655449148","0"
"06/29/2017 10:36:08.152","58.910411026384068","4.9617669633994224","6.9464737487591908","0"
"06/29/2017 10:36:09.170","62.364292705793154","0","48.172117947280228","0"
"06/29/2017 10:36:10.188","50.543650016272593","0","48.092908928998384","0"
"06/29/2017 10:36:11.207","76.225843370874287","0","122.70623892273598","0"
"06/29/2017 10:36:12.224","51.229060725444597","0","4.915453511979301","0"
"06/29/2017 10:36:13.233","67.095971042418626","0","61.440685904269742","61900.500069746857"
"06/29/2017 10:36:14.312","55.806291691040343","0","46.368457665711972","0"
"06/29/2017 10:36:15.336","48.15555772421196","0","44.888008973288663","0"
"06/29/2017 10:36:16.355","47.471728167160329","0","3.9264675191808531","0"
"06/29/2017 10:36:17.373","61.619728515767967","0","45.184704044108429","0"
"06/29/2017 10:36:18.392","42.87232000150761","0","46.143509007599484","0"
"06/29/2017 10:36:19.442","40.84481232588881","0","42.858562149707502","0"
"06/29/2017 10:36:20.459","39.73518634563623","0","2.9480799188383648","0"
"06/29/2017 10:36:21.477","50.850116052705971","0","55.045777663230368","0"
"06/29/2017 10:36:22.481","44.765125505584258","0","42.820049380635801","0"
"06/29/2017 10:36:23.499","43.193626091480738","0","45.190240187094012","0"
"06/29/2017 10:36:24.533","41.837715951575341","0","3.8681832239926677","0"
"06/29/2017 10:36:25.550","59.676918917590385","4.9154676097793573","41.289927922146596","0"
"06/29/2017 10:36:26.562","95.755345615905924","6.9137479258189662","71.112835808423654","0"
"06/29/2017 10:36:27.626","100","0","31.98018439455042","0"
"06/29/2017 10:36:28.660","94.337305756766767","0","4.8323847796251513","0"
"06/29/2017 10:36:29.758","97.508844500775851","0","35.529702577221116","0"
"06/29/2017 10:36:30.867","100","0","25.257749905589247","0"
"06/29/2017 10:36:31.974","100","0","31.591589777754812","0"
"06/29/2017 10:36:33.058","98.918816484717993","0","71.018247270493958","0"
"06/29/2017 10:36:34.065","28.955269004347294","0","5.9652767127519226","0"
"06/29/2017 10:36:35.102","23.574590761009205","1.9278111380094209","19.278111380094209","0"
"06/29/2017 10:36:36.120","19.775321507980593","0","20.634503731780494","0"
"06/29/2017 10:36:37.138","38.601519440478107","2.9470998338115271","17.682599002869161","0"
"06/29/2017 10:36:38.156","33.285738305477629","1.9631937021718944","20.61353387280489","0"
"06/29/2017 10:36:39.174","10.19867038278589","0","16.694987189707646","0"
"06/29/2017 10:36:40.245","13.878035510228791","7.4761974868384824","6.5416728009836715","0"
"06/29/2017 10:36:41.267","10.936072377945882","2.9355947456937019","19.570631637958012","0"
"06/29/2017 10:36:42.316","17.369753291989031","0.95293145442799676","2.8587943632839905","0"
"06/29/2017 10:36:43.334","15.177754766307316","0","7.8603352095426908","0"
"06/29/2017 10:36:44.352","14.030421833561125","0","8.8410651255981154","0"
"06/29/2017 10:36:45.387","14.007608944695582","0","5.7938444776475748","0"
"06/29/2017 10:36:46.404","13.953683677220308","0","1.9665571818905487","0"
"06/29/2017 10:36:47.427","16.702924075225777","0","3.9133457109544802","0"
"06/29/2017 10:36:48.444","12.11409539388848","0","5.8944952994498205","0"
"06/29/2017 10:36:49.463","11.79039468518075","0","5.8907007959350777","0"
"06/29/2017 10:36:50.500","11.508303705759515","0","10.603837186901945","0"
"06/29/2017 10:36:51.505","16.045878800397851","0","3.9804084938621407","0"
"06/29/2017 10:36:52.523","14.401501969044784","0","3.9302971636641431","0"
"06/29/2017 10:36:53.546","17.103035093231878","0","5.868138523136051","0"
"06/29/2017 10:36:54.566","18.453207672362804","0","14.701418574063219","0"
"06/29/2017 10:36:55.570","11.338807157164521","0","97.554311789059838","1019.343012979564"
"06/29/2017 10:36:56.600","6.2932571592622999","0","44.67458154524298","0"
"06/29/2017 10:36:57.619","12.578283233307353","0","5.8900786937031437","0"
"06/29/2017 10:36:58.637","9.416435992806182","0","6.87790174164516","0"
"06/29/2017 10:36:59.661","8.8729413308074712","0","17.567836352221136","0"
"06/29/2017 10:37:00.678","10.91612432403155","0","2.9491727213315042","0"
"06/29/2017 10:37:01.697","12.596934599690279","0","27.474267352737005","0"
"06/29/2017 10:37:02.730","6.9692682371456316","0","1.9366329179720274","0"
"06/29/2017 10:37:03.748","10.93307444874576","0","54.043541841203592","0"
"06/29/2017 10:37:04.786","15.00894087890755","0","27.925187807415799","0"
"06/29/2017 10:37:05.809","9.8438355872333734","0","5.8677178765958855","0"
"06/29/2017 10:37:06.827","12.099268449690548","0","1.9652366042281955","0"
"06/29/2017 10:37:07.844","7.0999814261384353","0","23.583473057411275","0"
"06/29/2017 10:37:08.877","6.6077351574456493","0","23.23180161970474","0"
"06/29/2017 10:37:09.912","8.9849813639903857","0","22.238187231455864","0"
"06/29/2017 10:37:10.930","9.0890584831942451","0","1.9639501497212914","0"
"06/29/2017 10:37:11.949","11.83070828664501","0","6.8694714081420267","0"
"06/29/2017 10:37:12.966","8.6292602782161882","0","11.793388927356474","0"
"06/29/2017 10:37:13.972","15.295504485925216","0","4.9737057276060659","0"
"06/29/2017 10:37:14.998","5.593153708086529","0","6.8218964602408363","0"
"06/29/2017 10:37:16.016","10.940706902304044","0","2.946846469595569","0"
"06/29/2017 10:37:17.038","8.6954034241019542","0","1.9568327303983084","0"
"06/29/2017 10:37:18.057","11.803599998507874","0","1.9633701076164185","0"
"06/29/2017 10:37:19.075","7.1380184086890841","0","5.8939146221589196","0"
"06/29/2017 10:37:20.092","8.2223526848875679","0","1.9659382485129213","0"
"06/29/2017 10:37:21.109","11.673131476586839","0","1.9664006493986108","0"
"06/29/2017 10:37:22.127","11.402756445571793","0","1.9638130179319997","0"
"06/29/2017 10:37:23.153","12.355778155823637","0","1.950675184935156","0"
"06/29/2017 10:37:24.174","10.496434692029888","0","5.8756134744212902","0"
"06/29/2017 10:37:25.209","11.711363033119692","0","1.9319012500845414","0"
"06/29/2017 10:37:26.227","14.013964721747719","0","1.965367596150952","0"
"06/29/2017 10:37:27.244","12.09078439007094","0","1.9652344915983355","0"
"06/29/2017 10:37:28.263","6.040726531859308","0","1.9637384825318325","0"
"06/29/2017 10:37:29.289","11.253753516575538","0","130.65346027005165","0"
"06/29/2017 10:37:30.311","9.4208264905923595","0","1.956961207780924","0"
"06/29/2017 10:37:31.329","9.8704358207091225","0","1.9636414543561473","0"
"06/29/2017 10:37:32.346","10.526500500621538","0","14.746519137439442","0"
"06/29/2017 10:37:33.354","7.3926748269974363","0","1.9836845476664902","0"
"06/29/2017 10:37:34.374","9.9394876716395579","0","4.9055732599730018","0"
"06/29/2017 10:37:35.392","7.5056673769248512","0","1.9651302741642764","0"
"06/29/2017 10:37:36.411","10.314025642743962","0","1.9623465545347722","0"
"06/29/2017 10:37:37.430","11.098855424127374","0","1.9619057090281573","0"
"06/29/2017 10:37:38.448","9.8277277600384956","0","1.9645748690551841","0"
"06/29/2017 10:37:39.472","7.3349133205181101","0","2.9286585978000601","0"
"06/29/2017 10:37:40.507","8.2611737080853018","0","1.9329845692512171","0"
"06/29/2017 10:37:41.528","5.8719173374340965","0","1.9588029401470075","0"
"06/29/2017 10:37:42.550","12.05041149272239","4.8949059321071795","1.9579623728428717","0"
"06/29/2017 10:37:43.585","10.202250972097604","0","1.9318556561221454","0"
"06/29/2017 10:37:44.603","12.107636228151353","0","4.9126003727015632","0"
"06/29/2017 10:37:45.630","15.212089085669989","0","32.123881468596636","0"
"06/29/2017 10:37:46.648","11.747356902406514","0","2.9468601923746505","0"
"06/29/2017 10:37:47.666","6.3763029717352477","0","1.9643511063227448","0"
"06/29/2017 10:37:48.688","11.682074817497712","0","1.9576443762432998","0"
"06/29/2017 10:37:49.719","8.6777490445372969","0","4.8500890537311481","0"
"06/29/2017 10:37:50.737","9.5004878506583008","0","1.9635535747914674","0"
"06/29/2017 10:37:51.757","10.319797944894004","0","1.9621225971093224","0"
"06/29/2017 10:37:52.774","16.708635481120616","0","1.9646811390218033","0"
"06/29/2017 10:37:53.793","6.4234663487249044","0","1.9641660831991805","0"
"06/29/2017 10:37:54.812","16.058799258385971","0","2.9437631437790315","0"
"06/29/2017 10:37:55.833","12.397044421811342","0.97928325068441591","13.709965509581822","0"
"06/29/2017 10:37:56.850","15.145288721174399","0","1.9659763037864328","0"
"06/29/2017 10:37:57.868","8.6435721875338665","0","1.965223224315793","0"
"06/29/2017 10:37:58.886","13.615509507091017","0.98287012196149148","1.965740243922983","0"
"06/29/2017 10:37:59.903","7.1338311213768213","0","4.9113580035527002","0"
"06/29/2017 10:38:00.923","16.47373990782085","2.9429027792186422","176.57416675311853","0"
"06/29/2017 10:38:01.935","13.137055496421834","0","83.017840583371694","0"
"06/29/2017 10:38:02.953","7.8834022987782966","0","19.651499901283387","0"
"06/29/2017 10:38:03.971","11.419306394709094","0","1.9634143896574783","0"
"06/29/2017 10:38:04.989","13.286503993744303","0","4.9108812836906104","0"
"06/29/2017 10:38:06.023","8.9138801599405237","0","14.51435793078115","0"
"06/29/2017 10:38:07.042","10.695208678778044","0","1.962352873824377","0"
"06/29/2017 10:38:08.059","6.685234222132741","0","1.9658910338325988","0"
"06/29/2017 10:38:09.078","10.247573094376472","0","1.9640387681403355","0"
"06/29/2017 10:38:10.101","11.022123531310635","0","2.9328401867962746","0"
"06/29/2017 10:38:11.136","10.258896477510559","0","1.9305031074615686","0"
"06/29/2017 10:38:12.155","7.5792924001501616","0","1.9635908347663631","0"
"06/29/2017 10:38:13.174","11.45430157830959","0","3.9249318515412037","0"
"06/29/2017 10:38:14.199","9.2594389216163577","0","1.9521027097637631","0"
"06/29/2017 10:38:15.217","11.810629673699202","0","9.8158595862227944","0"
"06/29/2017 10:38:16.235","12.447061499739931","0","1.966092592917889","0"
"06/29/2017 10:38:17.253","7.1431083278750922","0","1.9645622018790305","0"
"06/29/2017 10:38:18.285","9.9577840929672039","0","35.835301443288486","0"
